_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
6889789b14afca1864a44d4c,Micro-ondas,eletrodomesticos,876.45,47.6081736167,2021-06-20,Pedro Gomes,MG,5,cartao_credito,8,-18.1,-44.38
6889789b14afca1864a44d52,Bola de vôlei,esporte e lazer,51.66,0.0,2021-06-20,Rafael Costa,SP,3,cupom,1,-22.19,-48.79
6889789b14afca1864a44d53,Dinossauro Rex,brinquedos,23.86,1.95748537,2021-06-20,Larissa Alves,SP,3,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a44d54,Jogo de tabuleiro,brinquedos,175.36,6.9218315127,2021-06-20,Bianca Santos,SP,5,cartao_credito,8,-22.19,-48.79
6889789b14afca1864a44d57,Poltrona,moveis,296.98,13.3977306307,2022-06-20,João Souza,BA,3,cartao_credito,1,-13.29,-41.71
6889789b14afca1864a44d58,Mesa de centro,moveis,212.91,11.625593793,2022-06-20,Mariana Ferreira,SP,5,cartao_debito,1,-22.19,-48.79
6889789b14afca1864a44b76,Mochila,esporte e lazer,118.94,3.9176362469,2021-11-18,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a44b77,Celular ABXY,eletronicos,1233.13,63.2449018135,2021-11-18,Lucas Oliveira,DF,4,cartao_credito,1,-15.83,-47.86
6889789b14afca1864a44b78,Bicicleta,esporte e lazer,713.68,35.5857520288,2022-11-18,Bianca Santos,SP,4,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44b7c,Bicicleta,esporte e lazer,896.35,55.529950535,2022-11-18,Mariana Ferreira,SP,5,cupom,1,-22.19,-48.79
6889789b14afca1864a44b8d,Jogo de panelas,utilidades domesticas,276.27,12.2949854347,2021-12-18,Camila Ribeiro,RJ,1,boleto,1,-22.25,-42.66
6889789b14afca1864a44b8f,Iniciando em programação,livros,41.3,3.0875159279,2021-12-18,Rafael Costa,SP,4,cartao_credito,7,-22.19,-48.79
6889789b14afca1864a44b93,Guarda roupas,moveis,643.85,31.8675146057,2021-12-18,Bruno Rodrigues,CE,4,cartao_credito,10,-5.2,-39.53
6889789b14afca1864a44b96,Lava louças,eletrodomesticos,1819.08,100.0243537958,2022-12-18,Camila Ribeiro,BA,5,cartao_credito,6,-13.29,-41.71
6889789b14afca1864a44b97,Blocos de montar,brinquedos,46.21,3.1475556322,2022-12-18,Lucas Oliveira,RJ,1,cartao_credito,2,-22.25,-42.66
6889789b14afca1864a44b9a,Geladeira,eletrodomesticos,2927.07,156.1407976005,2022-12-18,Bianca Santos,ES,5,cartao_credito,8,-19.19,-40.34
6889789b14afca1864a44bb8,Tablet ABXY,eletronicos,1960.99,104.7055948626,2021-02-19,Bruno Rodrigues,SE,5,boleto,1,-10.57,-37.45
6889789b14afca1864a44bba,Pandeiro,instrumentos musicais,117.79,12.5138985268,2022-02-19,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
6889789b14afca1864a44bc9,Ciência de dados com python,livros,65.93,4.0416786811,2023-02-19,Felipe Santos,SP,3,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44bd6,Guitarra,instrumentos musicais,1295.51,66.5664491493,2022-03-19,Bianca Santos,SP,5,cartao_credito,8,-22.19,-48.79
6889789b14afca1864a44bd9,Kit banquetas,moveis,364.42,19.6930454897,2023-03-19,Bruno Rodrigues,DF,5,boleto,1,-15.83,-47.86
6889789b14afca1864a44bef,Micro-ondas,eletrodomesticos,934.04,51.3876143829,2021-04-19,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
6889789b14afca1864a44bf2,Violão,instrumentos musicais,406.19,21.9115214252,2021-04-19,Isabella Pereira,RJ,5,cartao_credito,3,-22.25,-42.66
6889789b14afca1864a44bf5,Assistente virtual,eletronicos,188.93,10.5910586474,2021-04-19,Thiago Silva,PI,3,cartao_credito,3,-6.6,-42.28
6889789b14afca1864a44bfc,Fone de ouvido,eletronicos,93.13,2.5433313938,2022-04-19,Pedro Gomes,ES,1,cartao_credito,10,-19.19,-40.34
6889789b14afca1864a44c0d,Corda de pular,esporte e lazer,18.03,0.0,2021-05-19,Thiago Silva,SP,4,cartao_credito,3,-22.19,-48.79
6889789b14afca1864a44c11,Mesa de jantar,moveis,211.57,21.7715684911,2022-05-19,Rafael Costa,ES,4,cartao_credito,5,-19.19,-40.34
6889789b14afca1864a44c14,Dinossauro Rex,brinquedos,24.17,0.0,2022-05-19,Bruno Rodrigues,MS,1,cartao_credito,5,-20.51,-54.54
6889789b14afca1864a44c15,Cama box,moveis,896.02,45.2948084765,2022-05-19,Mariana Ferreira,RJ,1,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a44c1f,Cômoda,moveis,303.63,16.6984885835,2021-06-19,Isabella Pereira,BA,5,cartao_credito,4,-13.29,-41.71
6889789b14afca1864a44c20,Bola de basquete,esporte e lazer,86.63,4.9015636942,2021-06-19,Thiago Silva,MT,4,cartao_credito,2,-12.64,-55.42
6889789b14afca1864a44c24,Bola de basquete,esporte e lazer,52.48,3.3255066441,2021-06-19,João Souza,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a44c28,Dinossauro Rex,brinquedos,20.2,1.3643660424,2021-06-19,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a44c2a,TV Led UHD 4K,eletronicos,2883.62,151.1285289733,2022-06-19,Mariana Ferreira,RS,4,boleto,1,-30.17,-53.5
6889789b14afca1864a44c2e,Cama king,moveis,1047.46,62.0160292041,2022-06-19,Bianca Santos,SP,5,cartao_credito,4,-22.19,-48.79
6889789b14afca1864a44c39,Blocos de montar,brinquedos,34.75,2.3814374831,2021-07-19,Bianca Santos,RJ,4,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a44c3a,Jogo de panelas,utilidades domesticas,134.52,7.4515621217,2021-07-19,Mariana Ferreira,MG,5,cartao_credito,1,-18.1,-44.38
6889789b14afca1864a44c3c,Cama box,moveis,427.06,20.3240992975,2021-07-19,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a44c44,Copo térmico,esporte e lazer,80.68,1.8804063484,2022-07-19,Isabella Pereira,SP,1,cartao_credito,8,-22.19,-48.79
6889789b14afca1864a44c50,Tablet ABXY,eletronicos,1896.43,101.867607448,2021-08-19,Bruno Rodrigues,MG,4,cartao_credito,2,-18.1,-44.38
6889789b14afca1864a44c52,Violão,instrumentos musicais,293.28,15.9050545076,2021-08-19,Beatriz Moraes,SP,1,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44c58,Jogo de panelas,utilidades domesticas,116.36,7.1356677743,2022-08-19,Beatriz Moraes,RS,4,cartao_credito,1,-30.17,-53.5
6889789b14afca1864a44c60,Mesa de centro,moveis,164.15,6.3249327369,2021-09-19,Bianca Santos,SP,4,cartao_credito,8,-22.19,-48.79
6889789b14afca1864a44c61,Cômoda,moveis,357.51,19.3194578743,2021-09-19,Bianca Santos,RS,5,boleto,1,-30.17,-53.5
6889789b14afca1864a44c69,Smartwatch,eletronicos,199.45,8.2045515403,2022-09-19,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44c6a,Cômoda,moveis,407.25,23.0839526741,2022-09-19,Beatriz Moraes,CE,4,cartao_credito,1,-5.2,-39.53
6889789b14afca1864a44c72,TV Led UHD 4K,eletronicos,2688.94,147.6580042948,2021-10-19,Lucas Oliveira,PR,5,cartao_credito,1,-24.89,-51.55
6889789b14afca1864a44c74,Carrinho controle remoto,brinquedos,92.38,5.8588049158,2022-10-19,João Souza,SP,1,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44c75,Iniciando em programação,livros,40.4,0.0,2022-10-19,Isabella Pereira,RJ,5,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a44c77,Mesa de jantar,moveis,417.67,22.7707755052,2022-10-19,Bruno Rodrigues,RS,5,cupom,1,-30.17,-53.5
6889789b14afca1864a44c80,Carrinho controle remoto,brinquedos,91.08,2.434175061,2021-11-19,Bruno Rodrigues,DF,4,cartao_credito,1,-15.83,-47.86
6889789b14afca1864a44c86,Geladeira,eletrodomesticos,2711.09,144.6405123555,2021-11-19,Felipe Santos,SP,2,cartao_credito,7,-22.19,-48.79
6889789b14afca1864a44c89,Blocos de montar,brinquedos,46.27,0.0,2021-11-19,Bianca Santos,RJ,4,cartao_credito,6,-22.25,-42.66
6889789b14afca1864a44c8f,Iniciando em programação,livros,78.08,4.4406510126,2022-11-19,Bruno Rodrigues,SC,5,cartao_credito,7,-27.45,-50.95
6889789b14afca1864a44ca1,Kit banquetas,moveis,425.25,22.9264090851,2021-12-19,Lucas Oliveira,MG,5,boleto,1,-18.1,-44.38
6889789b14afca1864a44ca5,Smart TV,eletronicos,2458.84,128.510271883,2022-12-19,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a44cb6,Lava louças,eletrodomesticos,1665.95,89.237930175,2022-01-20,Bianca Santos,SP,5,cartao_credito,3,-22.19,-48.79
6889789b14afca1864a44cb8,Jogo de copos,utilidades domesticas,53.06,11.9196717391,2022-01-20,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a44cb9,Pandeiro,instrumentos musicais,100.47,14.4441116107,2022-01-20,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44cc0,Panela de pressão,utilidades domesticas,101.9,3.0103075101,2022-01-20,Felipe Santos,AL,4,cartao_credito,1,-9.62,-36.82
6889789b14afca1864a44cc5,Sofá retrátil,moveis,804.17,43.5066453826,2023-01-20,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44cd8,Cama king,moveis,1222.98,65.4031316912,2022-02-20,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a44cd9,Jogo de copos,utilidades domesticas,39.77,3.0574806879,2022-02-20,Thiago Silva,SP,5,cartao_credito,7,-22.19,-48.79
6889789b14afca1864a44cda,Fone de ouvido,eletronicos,56.23,0.0,2022-02-20,Mariana Ferreira,MG,4,boleto,1,-18.1,-44.38
6889789b14afca1864a44ce2,Headset,eletronicos,134.63,8.5677578252,2023-02-20,Rafael Costa,MA,1,cartao_credito,10,-5.42,-45.44
6889789b14afca1864a44cf5,Copo térmico,esporte e lazer,72.71,5.2707041055,2021-03-20,Juliana Costa,SP,1,cartao_credito,8,-22.19,-48.79
6889789b14afca1864a44cf8,Ciência de dados com python,livros,86.94,4.9124193581,2021-03-20,Bianca Santos,SP,5,cupom,1,-22.19,-48.79
6889789b14afca1864a44d05,Guarda roupas,moveis,688.44,36.9461357068,2023-03-20,Felipe Santos,RJ,1,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a44d06,Smart TV,eletronicos,1868.45,100.0204459732,2023-03-20,Rafael Costa,RJ,5,cartao_credito,3,-22.25,-42.66
6889789b14afca1864a44d0b,Xadrez de madeira,brinquedos,36.29,2.2211101372,2023-03-20,Camila Ribeiro,RS,5,boleto,1,-30.17,-53.5
6889789b14afca1864a44d26,Corda de pular,esporte e lazer,28.23,7.8827769379,2022-04-20,Rafael Costa,RJ,5,cartao_debito,1,-22.25,-42.66
6889789b14afca1864a44d27,Panela de pressão,utilidades domesticas,71.9,1.4128977622,2022-04-20,Mariana Ferreira,MG,4,cartao_credito,1,-18.1,-44.38
6889789b14afca1864a44d28,Iniciando em programação,livros,85.42,5.0794625473,2022-04-20,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44d2b,Copo térmico,esporte e lazer,83.58,7.6141998804,2022-04-20,Felipe Santos,SP,5,cartao_credito,10,-22.19,-48.79
6889789b14afca1864a44d2c,Geladeira,eletrodomesticos,1904.12,102.2770768133,2022-04-20,Mariana Ferreira,GO,5,boleto,1,-15.98,-49.86
6889789b14afca1864a44d2d,Mochila,esporte e lazer,129.88,4.5001583349,2022-04-20,Camila Ribeiro,PR,4,cartao_credito,4,-24.89,-51.55
6889789b14afca1864a44d3c,Ciência de dados com python,livros,78.08,4.4406510126,2022-05-20,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
6889789b14afca1864a44d3e,Boneca bebê,brinquedos,74.69,4.2657946145,2022-05-20,Beatriz Moraes,SC,5,cartao_credito,2,-27.45,-50.95
6889789b14afca1864a44d4b,Corda de pular,esporte e lazer,12.89,0.0,2021-06-20,Pedro Gomes,MG,5,cartao_credito,2,-18.1,-44.38
6889789b14afca1864a44d4e,Boneca bebê,brinquedos,60.03,0.0,2021-06-20,Thiago Silva,MG,5,cartao_credito,1,-18.1,-44.38
6889789b14afca1864a44d59,Bicicleta,esporte e lazer,660.47,36.0564557146,2022-06-20,Juliana Costa,SP,4,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a44d5a,Micro-ondas,eletrodomesticos,1023.48,54.7803568677,2022-06-20,Juliana Costa,PR,5,boleto,1,-24.89,-51.55
6889789b14afca1864a44d5c,Cômoda,moveis,420.56,22.6823315979,2022-06-20,Bruno Rodrigues,BA,4,boleto,1,-13.29,-41.71
6889789b14afca1864a44b79,Headset,eletronicos,228.46,9.7492467665,2022-11-18,Rafael Costa,SC,5,cartao_credito,5,-27.45,-50.95
6889789b14afca1864a44b7d,Cômoda,moveis,364.39,29.2599643936,2022-11-18,Rafael Costa,SP,1,cartao_credito,3,-22.19,-48.79
6889789b14afca1864a44b8e,Headset,eletronicos,104.18,3.1317106509,2021-12-18,Felipe Santos,SP,3,cartao_debito,1,-22.19,-48.79
6889789b14afca1864a44b94,Lavadora de roupas,eletrodomesticos,1656.53,85.7896780554,2021-12-18,Thiago Silva,GO,5,cartao_credito,1,-15.98,-49.86
6889789b14afca1864a44b98,Fone de ouvido,eletronicos,110.13,6.8039390166,2022-12-18,Isabella Pereira,MT,4,cartao_credito,1,-12.64,-55.42
6889789b14afca1864a44ba1,Carrinho controle remoto,brinquedos,76.05,4.5756987004,2021-01-19,Larissa Alves,PR,5,boleto,1,-24.89,-51.55
6889789b14afca1864a44ba4,Corda de pular,esporte e lazer,12.51,0.0,2022-01-19,Thiago Silva,SC,5,boleto,1,-27.45,-50.95
6889789b14afca1864a44ba7,TV Led UHD 4K,eletronicos,2432.66,127.1162656431,2023-01-19,Felipe Santos,MG,4,boleto,1,-18.1,-44.38
6889789b14afca1864a44ba9,Modelagem preditiva,livros,67.63,3.8842199504,2023-01-19,Lucas Oliveira,ES,4,cupom,1,-19.19,-40.34
6889789b14afca1864a44bb2,Poltrona,moveis,373.22,23.0366585263,2021-02-19,Larissa Alves,SP,4,cartao_credito,5,-22.19,-48.79
6889789b14afca1864a44bb4,Micro-ondas,eletrodomesticos,482.73,23.2883593197,2021-02-19,Juliana Costa,SP,1,cartao_credito,5,-22.19,-48.79
6889789b14afca1864a44bb7,Jogo de tabuleiro,brinquedos,175.84,9.6517278145,2021-02-19,Mariana Ferreira,MG,5,cartao_credito,1,-18.1,-44.38
6889789b14afca1864a44bc1,Pandeiro,instrumentos musicais,122.81,7.0703675631,2022-02-19,Juliana Costa,RS,1,cartao_credito,4,-30.17,-53.5
6889789b14afca1864a44bc2,Headset,eletronicos,125.96,15.8013774265,2022-02-19,Isabella Pereira,RJ,4,cartao_credito,2,-22.25,-42.66
6889789b14afca1864a44bc4,Cadeira de escritório,moveis,636.1,34.1591881666,2023-02-19,Camila Ribeiro,DF,5,cartao_credito,3,-15.83,-47.86
6889789b14afca1864a44bc5,Cômoda,moveis,311.24,22.8145290511,2023-02-19,Juliana Costa,SP,2,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a44bc6,Corda de pular,esporte e lazer,27.0,0.0,2023-02-19,Camila Ribeiro,RJ,1,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a44bd1,Secadora de roupas,eletrodomesticos,760.46,40.7809840415,2021-03-19,Felipe Santos,SP,4,cartao_credito,20,-22.19,-48.79
6889789b14afca1864a44bd4,Jogo de panelas,utilidades domesticas,184.76,7.4223532337,2021-03-19,Lucas Oliveira,ES,5,boleto,1,-19.19,-40.34
6889789b14afca1864a44bd5,Headset,eletronicos,60.87,3.928156529,2021-03-19,Isabella Pereira,PA,5,cartao_credito,10,-3.79,-52.48
6889789b14afca1864a44bda,Bicicleta,esporte e lazer,686.65,36.8508235918,2023-03-19,Mariana Ferreira,RN,4,boleto,1,-5.81,-36.59
6889789b14afca1864a44bdb,Smart TV,eletronicos,1619.45,83.815279607,2023-03-19,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a44bdd,Modelagem preditiva,livros,62.1,9.6862525433,2023-03-19,João Souza,SP,3,cartao_credito,6,-22.19,-48.79
6889789b14afca1864a44bec,Jogo de copos,utilidades domesticas,58.97,3.4231010032,2021-04-19,Beatriz Moraes,SP,1,cartao_credito,10,-22.19,-48.79
6889789b14afca1864a44bed,Micro-ondas,eletrodomesticos,694.12,34.5442408732,2021-04-19,Camila Ribeiro,SP,3,cupom,1,-22.19,-48.79
6889789b14afca1864a44bf8,Bicicleta,esporte e lazer,604.64,29.7797000652,2022-04-19,Lucas Oliveira,RJ,1,cartao_credito,3,-22.25,-42.66
6889789b14afca1864a44bfb,Smartwatch,eletronicos,173.15,6.8041556613,2022-04-19,Juliana Costa,MA,5,boleto,1,-5.42,-45.44
6889789b14afca1864a44c0a,Pandeiro,instrumentos musicais,129.4,7.8300085447,2021-05-19,Mariana Ferreira,RS,5,cartao_credito,10,-30.17,-53.5
6889789b14afca1864a44c13,Dashboards com Power BI,livros,51.31,0.0,2022-05-19,Larissa Alves,PR,4,cartao_credito,3,-24.89,-51.55
6889789b14afca1864a44c16,Boneca bebê,brinquedos,57.64,0.0,2022-05-19,Camila Ribeiro,RJ,4,cartao_credito,7,-22.25,-42.66
6889789b14afca1864a44c17,Bicicleta,esporte e lazer,661.36,32.7998694285,2022-05-19,Felipe Santos,RJ,5,cupom,1,-22.25,-42.66
6889789b14afca1864a44c1a,Fogão,eletrodomesticos,768.24,38.4909078903,2022-05-19,Bianca Santos,BA,3,cartao_credito,5,-13.29,-41.71
6889789b14afca1864a44c21,Bicicleta,esporte e lazer,373.2,23.0355935865,2021-06-19,Bianca Santos,MG,4,cartao_credito,1,-18.1,-44.38
6889789b14afca1864a44c25,Sofá retrátil,moveis,924.89,46.8320491239,2021-06-19,Juliana Costa,RS,4,boleto,1,-30.17,-53.5
6889789b14afca1864a44c26,Tablet ABXY,eletronicos,1359.46,72.9182597206,2021-06-19,Juliana Costa,RS,5,cartao_credito,10,-30.17,-53.5
6889789b14afca1864a44c2f,Secadora de roupas,eletrodomesticos,1144.5,61.2299586942,2022-06-19,Larissa Alves,SC,5,cartao_credito,1,-27.45,-50.95
6889789b14afca1864a44c3d,Smartwatch,eletronicos,200.29,11.195944472,2021-07-19,Felipe Santos,RS,5,cartao_credito,1,-30.17,-53.5
6889789b14afca1864a44c3f,Lavadora de roupas,eletrodomesticos,2035.9,110.0583445432,2022-07-19,Felipe Santos,SP,4,cartao_credito,3,-22.19,-48.79
6889789b14afca1864a44c40,Celular ABXY,eletronicos,1253.99,64.3556340582,2022-07-19,Felipe Santos,SP,4,cartao_credito,8,-22.19,-48.79
6889789b14afca1864a44c41,Smartwatch,eletronicos,197.5,14.9963195521,2022-07-19,Rafael Costa,SP,1,cartao_credito,7,-22.19,-48.79
6889789b14afca1864a44c4f,Cama king,moveis,1092.57,55.7605046748,2021-08-19,Larissa Alves,RJ,5,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a44c53,Fogão,eletrodomesticos,1164.78,62.5521353967,2021-08-19,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a44c59,Faqueiro,utilidades domesticas,56.68,0.0,2022-08-19,Isabella Pereira,RS,5,cartao_credito,3,-30.17,-53.5
6889789b14afca1864a44c67,Cômoda,moveis,351.35,16.2927695637,2022-09-19,Mariana Ferreira,MG,5,boleto,1,-18.1,-44.38
6889789b14afca1864a44c68,Smartwatch,eletronicos,269.02,11.9089447456,2022-09-19,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a44c79,Impressora,eletronicos,340.74,19.0317950915,2022-10-19,Bruno Rodrigues,PR,5,cartao_credito,5,-24.89,-51.55
6889789b14afca1864a44c83,Cubo mágico 8x8,brinquedos,18.02,0.0,2021-11-19,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a44c8c,Panela de pressão,utilidades domesticas,93.82,2.580071818,2022-11-19,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44c8e,Fogão,eletrodomesticos,598.85,32.4180654426,2022-11-19,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44c91,Fogão,eletrodomesticos,762.5,38.1852701586,2022-11-19,Thiago Silva,MG,4,cartao_credito,1,-18.1,-44.38
6889789b14afca1864a44c93,Iniciando em programação,livros,62.64,3.8664960787,2022-11-19,Camila Ribeiro,SC,3,cartao_credito,1,-27.45,-50.95
6889789b14afca1864a44c94,Bicicleta,esporte e lazer,699.31,37.5192796019,2022-11-19,Juliana Costa,RJ,5,cartao_credito,2,-22.25,-42.66
6889789b14afca1864a44c9f,Copo térmico,esporte e lazer,63.32,3.6547254166,2021-12-19,Camila Ribeiro,MG,5,cartao_credito,5,-18.1,-44.38
6889789b14afca1864a44ca4,Poltrona,moveis,252.51,11.0298369144,2021-12-19,Camila Ribeiro,RJ,4,cartao_credito,4,-22.25,-42.66
6889789b14afca1864a44ca6,Bola de basquete,esporte e lazer,98.29,2.8180858704,2022-12-19,Thiago Silva,PR,1,cartao_credito,2,-24.89,-51.55
6889789b14afca1864a44ca8,Cadeira de escritório,moveis,441.83,24.0572228221,2022-12-19,Juliana Costa,SP,5,cartao_credito,8,-22.19,-48.79
6889789b14afca1864a44ca9,Dinossauro Rex,brinquedos,24.86,0.0,2022-12-19,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44caa,Boneca bebê,brinquedos,78.79,4.4841072801,2022-12-19,Mariana Ferreira,SP,2,cartao_credito,10,-22.19,-48.79
6889789b14afca1864a44cb4,Pandeiro,instrumentos musicais,70.23,4.0226621285,2021-01-20,João Souza,RJ,1,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a44cba,Lavadora de roupas,eletrodomesticos,1987.28,106.5036936101,2022-01-20,Camila Ribeiro,SP,5,cartao_credito,10,-22.19,-48.79
6889789b14afca1864a44cbc,Cubo mágico 8x8,brinquedos,23.23,0.0,2022-01-20,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44cd5,Dashboards com Power BI,livros,39.81,2.6508672606,2021-02-20,Camila Ribeiro,PE,1,cartao_credito,5,-8.38,-37.86
6889789b14afca1864a44cdc,Mesa de centro,moveis,233.0,13.2949642169,2022-02-20,Bruno Rodrigues,MG,2,boleto,1,-18.1,-44.38
6889789b14afca1864a44cdf,Fone de ouvido,eletronicos,113.94,6.593227212,2023-02-20,Isabella Pereira,RJ,5,cartao_credito,10,-22.25,-42.66
6889789b14afca1864a44cf7,Faqueiro,utilidades domesticas,63.85,4.3396682456,2021-03-20,João Souza,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a44cfa,Pandeiro,instrumentos musicais,64.15,1.0002335773,2021-03-20,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a44cfb,Impressora,eletronicos,456.91,25.0160950808,2021-03-20,João Souza,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a44cfd,Lava louças,eletrodomesticos,1451.91,83.8554647515,2021-03-20,Mariana Ferreira,RJ,1,cartao_credito,3,-22.25,-42.66
6889789b14afca1864a44d00,Pandeiro,instrumentos musicais,90.24,2.389447588,2022-03-20,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a44d01,Mochila,esporte e lazer,147.81,5.4548768942,2022-03-20,Larissa Alves,MG,5,cupom,1,-18.1,-44.38
6889789b14afca1864a44d04,Modelagem preditiva,livros,71.75,1.4049107134,2023-03-20,Isabella Pereira,RJ,1,cartao_credito,10,-22.25,-42.66
6889789b14afca1864a44d08,Pandeiro,instrumentos musicais,114.65,3.6892066529,2023-03-20,Beatriz Moraes,PA,5,cartao_credito,3,-3.79,-52.48
6889789b14afca1864a44d09,Guarda roupas,moveis,675.5,36.251468732,2023-03-20,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a44d0a,Modelagem preditiva,livros,63.15,4.2509626943,2023-03-20,Felipe Santos,GO,4,cartao_credito,1,-15.98,-49.86
6889789b14afca1864a44d0d,Jogo de panelas,utilidades domesticas,173.37,9.5145568418,2023-03-20,Isabella Pereira,SP,3,cartao_credito,4,-22.19,-48.79
6889789b14afca1864a44d0e,Kit banquetas,moveis,303.2,16.6755923771,2023-03-20,Bruno Rodrigues,MS,4,boleto,1,-20.51,-54.54
6889789b14afca1864a44d10,Mesa de centro,moveis,161.39,8.8766578824,2023-03-20,Isabella Pereira,SP,5,cartao_credito,7,-22.19,-48.79
6889789b14afca1864a44d1c,Copo térmico,esporte e lazer,76.5,4.3621716693,2021-04-20,João Souza,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a44d1e,Assistente virtual,eletronicos,353.53,19.3506739286,2021-04-20,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
6889789b14afca1864a44d20,Faqueiro,utilidades domesticas,40.58,0.0,2021-04-20,Felipe Santos,SP,1,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44d23,Dashboards com Power BI,livros,45.5,0.0,2021-04-20,Larissa Alves,SC,5,cupom,1,-27.45,-50.95
6889789b14afca1864a44d24,Bola de basquete,esporte e lazer,48.15,2.8469685541,2022-04-20,Bianca Santos,RS,5,boleto,1,-30.17,-53.5
6889789b14afca1864a44d39,Tablet ABXY,eletronicos,2153.28,115.1867865896,2021-05-20,Beatriz Moraes,MG,5,cartao_credito,2,-18.1,-44.38
6889789b14afca1864a44d3f,Celular Plus X42,eletronicos,3428.3,180.131100356,2022-05-20,Lucas Oliveira,RO,5,cartao_credito,8,-10.83,-63.34
6889789b14afca1864a44d4d,Cama box,moveis,574.95,38.4163674359,2021-06-20,Beatriz Moraes,BA,3,cartao_credito,2,-13.29,-41.71
6889789b14afca1864a44d4f,Celular Plus X42,eletronicos,2813.37,147.3879278137,2021-06-20,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
6889789b14afca1864a44d51,Assistente virtual,eletronicos,197.96,10.8239003651,2021-06-20,Juliana Costa,ES,4,cartao_credito,10,-19.19,-40.34
6889789b14afca1864a44d56,Faqueiro,utilidades domesticas,42.97,8.6676375941,2022-06-20,Bianca Santos,MG,5,cartao_credito,7,-18.1,-44.38
6889789b14afca1864a44d5b,Violão,instrumentos musicais,575.51,28.2286152,2022-06-20,Camila Ribeiro,SP,5,cartao_credito,10,-22.19,-48.79
6889789b14afca1864a44d5d,Jogo de panelas,utilidades domesticas,233.56,12.9674718824,2022-06-20,Felipe Santos,MG,3,cartao_credito,4,-18.1,-44.38
6889789b14afca1864a44d69,Copo térmico,esporte e lazer,63.34,0.0,2021-07-20,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a44b7e,Geladeira,eletrodomesticos,2808.09,147.1067836981,2022-11-18,Juliana Costa,PE,4,cartao_credito,1,-8.38,-37.86
6889789b14afca1864a44b7f,Cômoda,moveis,398.12,18.7831313607,2022-11-18,Mariana Ferreira,PE,5,cartao_credito,10,-8.38,-37.86
